Provincia,La Spezia,Varese,Como,Lecco,Sondrio,Milano,Bergamo,Brescia,Pavia,Lodi,Cremona,Mantova,Bolzano,Trento,Treviso,Gorizia,L'Aquila,Teramo,Pescara,Chieti,Isernia,Lecce,Potenza,Matera,Sassari,Nuoro,Cagliari,Oristano,Cosenza,Massa,Benevento,Caserta,Lucca,Vicenza,Belluno,Crotone,Salerno,Prato,Napoli,Avellino,Verona,Reggio di Calabria,Padova,Campobasso,Vibo Valentia,Arezzo,Catanzaro,Pistoia,Firenze,Monza,Livorno,Venezia,Rovigo,Pisa,Catania,Trieste,Foggia,Caltanissetta,Bari,Siena,Udine,Taranto,Siracusa,Enna,Trapani,Agrigento,Grosseto,Brindisi,Ragusa,Perugia,Terni,Fermo,Messina,Palermo,Barletta,Forlì,Pordenone,Rimini,Parma,Macerata,Modena,Latina,Ferrara,Bologna,Pesaro,Ancona,Piacenza,Ascoli Piceno,Reggio nell'Emilia,Rieti,Roma,Ravenna,Frosinone,Novara,Alessandria,Viterbo,Asti,Biella,Cusio,Torino,Cuneo,Vercelli,Savona,Genova,Imperia
Cremona,974447.8201274916,7436778.317040038,3352439.7525288393,5747066.6372217145,799423.7928412161,29989867.675308447,21062665.080506448,37781085.44101604,4559321.443297623,3782188.809673469,0.0,6200043.214173159,1428558.1908237927,1740391.0966031533,4775157.767519137,504982.7970581549,257012.68218374302,334921.11465396686,145559.17256295693,806700.451361382,50400.91487952406,136682.13614478172,358415.50646781473,36848.19940005633,77105.85792374151,31724.57583254465,72960.34773503507,14111.188802153147,44200.28110793917,628597.1721609543,107235.27306916832,324579.9630852112,1347505.7023766935,10480881.43773715,836781.0730507581,15013.498651478014,315461.3743698914,318560.4116194234,1113631.884683552,255732.82255739492,7755200.043284466,38283.28153830737,6156008.719861823,158477.21449854155,23907.196500432863,899987.4883432931,34240.6366455512,609107.2318810098,2958226.9434745447,11126565.600467242,796179.2323415946,2218215.676066098,1024115.3101427895,1317788.063089018,197537.01137929657,336146.2551181324,158421.90051492737,41405.834969975345,432725.3876105889,697024.3981867153,1570813.0834708242,398538.86147954676,98121.88494039158,8302.646616548893,41886.321419304804,22624.88599224886,106115.32902849649,117534.236567636,33464.19849799714,1031073.860014391,259234.66387551528,175593.44690817627,69272.41873811651,81530.82130851195,62013.30558520361,1423480.587255937,1676518.6601414145,705664.0494916105,9718383.513941221,405204.39103279955,9762939.011044206,532220.2469550174,1906471.3407953805,9626042.166311486,1152525.8491302286,1397340.3613497529,10122019.45671563,276806.37714972085,11452976.223394647,92926.65098782397,1518759.6566476184,1385873.8768979989,695449.1897663794,3743963.406419281,2305122.9846606073,77387.59688641157,1106000.1731733987,377731.9113001232,876596.480827743,12728904.748256816,2166826.4837969956,1250361.1912825825,643218.4182839368,3288325.313775102,92499.73391862336
Mantova,861139.2662393202,5644513.0922959205,2484931.3144736607,4326278.841196249,743347.3630487049,18541174.07732526,14494704.035325328,31201215.199366502,2594562.1589694335,1797638.136820954,6200043.214173159,0.0,1809351.594222321,2402916.2246072576,7399675.940969185,672076.9690733104,301601.6263305648,399148.25368363364,172246.2859452626,950624.6226298413,58046.72272329967,154907.21958787233,407437.7025712367,41941.13264153338,79328.55956425953,33201.085227994234,76695.72976942558,14669.783031193549,49490.74128091878,610584.3848950434,122565.9827583201,369706.57523918926,1448360.7403702803,19602073.749937378,1176634.3626737576,16808.57924364726,357556.0429081887,387240.013590046,1262022.120577718,291109.65620226314,19774635.453966785,42361.42645292298,10953269.494000701,182742.41470056312,26609.80465230949,1105191.5828788797,38236.732301589494,723024.9753591471,3608196.1558077424,7190627.591855601,828200.7347298376,3507617.2257827227,1931442.8931613495,1387564.8428093104,217265.2387271833,449658.2899066182,182592.08081418803,45318.51375643022,495586.66122210637,812319.0445334405,2116797.6700538215,452530.8630716945,107756.33622689339,9100.908800496567,45506.05149131806,24678.34220393545,118044.14570923358,133625.57914528155,36643.08051221192,1244136.2183520733,303829.5074650624,214686.3064705597,76671.82357448117,89153.10209818746,71276.63286412419,2012127.8570887246,2370847.1751705986,951907.8035991039,8502803.308655312,500383.03702465794,16202024.065871978,602670.3902048,3576211.1348653496,15211609.802449185,1510398.9370762308,1762289.0545257176,3429271.220618987,332912.79615038366,15856144.972835861,108537.63000414032,1726789.4187213671,2035129.0271392532,796009.4617024268,2671084.539010057,1616766.6467961827,88813.38473635208,838770.5555622271,298420.3871253561,721481.1469549331,10272331.828331584,1824367.4964470163,913651.0262275714,511396.2865431176,2459049.7849460947,79943.62968947036
Bolzano,288405.59035897406,3210119.8057772964,1380072.1147903618,2422459.748557943,579039.1384620378,8314006.978839458,6815614.12454027,9770086.97518433,1037870.1913985538,662777.544034179,1428558.1908237927,1809351.594222321,0.0,3435070.1012244206,5711179.176326679,602320.252871029,162287.69694601564,217718.24788529277,97488.69697594216,536992.6316814699,33229.50505611505,99534.85375401075,248335.3201115317,26095.553153320958,42857.32638808906,18120.668621562105,43633.604006869755,8184.438567838118,30659.742252910866,198785.8974480888,72140.3609328818,214339.65629586973,494799.14951805625,9407045.680968484,1654155.7416890943,10581.06183493543,211404.98255415764,133680.63753454105,732612.129765304,171828.33442463772,3993770.9742864077,26201.298666050116,5357570.969927589,106598.08294241155,16501.43518200023,471496.4495631855,23872.91755061699,240198.42754511276,1319366.0944384306,3382396.2512594205,313125.30893447134,2183137.620293381,658497.145867743,497809.371367527,134162.48145482846,360094.9047937892,110230.48791634475,27659.72247261704,311053.56321989297,335830.61137330765,2090249.276996796,285567.61900166754,66972.8283298977,5562.937047500888,27099.676004823483,15024.075475609698,53143.266858274634,85651.43210565424,22669.618375761307,589515.7975711537,153596.99811950943,116639.04145450208,47329.260067294825,53486.87246671028,44055.57821845841,780893.5408582286,2411420.7276530783,431878.69208644266,1565062.8378285854,264511.4435453883,3139420.6064692494,327163.241668027,999369.5561935991,4084952.529683115,737713.0366360522,940149.2157789293,1015634.2153981938,179151.66703022755,2809574.1990075544,56219.25035571363,901213.3526828503,819154.4907062954,437600.8997371962,1337651.9806695597,709952.282830204,43776.71150566494,398917.1529876603,166042.0728062258,451324.3969458314,5390601.144412961,911282.0897639288,455588.11470884545,222319.7705797757,970280.0329979908,37404.4882062036
Trento,312081.9966444003,3334340.7214033757,1469854.991288887,2665315.0545654516,637965.2115044483,9178907.394098423,8010562.426439989,13183188.988381442,1145048.845911148,762281.2099345236,1740391.0966031533,2402916.2246072576,3435070.1012244206,0.0,5993277.31705379,513496.14810557204,156884.76808379928,209915.293738403,92989.28420408093,512334.49755739846,31542.516912363182,91222.68102276702,231319.51606756588,24157.681198861566,41376.861980894006,17433.166642584034,41492.795896546064,7829.094297661782,28409.183344736983,215514.2685265257,67908.79015129182,202630.0197239188,530468.9929610475,13448897.533293014,1344723.8271105392,9756.619541795952,198685.7650195321,143174.561750375,692220.0197752037,161591.8700242581,6107079.026186605,24287.82053024355,6498781.992729741,100646.01860024827,15284.59333043715,483897.39240683365,22067.584458260953,258964.71290110628,1397699.6692415725,3754085.6635147003,329047.1437389728,2322603.717786575,778339.70749783,528685.023134221,124429.02316961219,318940.16413608467,103029.49889492948,25744.14800748577,287256.60470488656,346243.4025256586,1742295.1823976943,263200.80679353635,61993.39922061536,5175.285711081313,25409.57537835964,13994.796383736448,53677.62206731727,78565.744707591,21014.059083242177,589846.0062971421,150946.90841624225,112842.88693423675,43898.98910237049,50037.49771766837,40882.07190713582,828853.6841151236,2108578.9319042386,441990.51637566794,1861035.5907268014,258031.8391147784,3681873.784024585,315028.2064784272,1165005.7699097537,4621641.432604151,739580.9140626781,917387.279193442,1178942.6602308843,173491.33724692764,3320959.962192525,54890.03600683055,877201.5470218257,870542.3466900977,420044.7251020192,1400907.416433658,749115.5426616824,43263.78273810867,411295.98050526134,167051.91292927784,501291.43096929876,5415191.439444085,915409.3286112343,472575.17264020315,230795.4583936029,1030418.3097646707,37934.66583450706
Treviso,1089847.9756709056,8438708.963044781,3583377.3166687125,6090014.844321302,1206972.6954317763,23589307.41597927,17955651.733221803,28458808.078937326,3150232.138035241,1982347.4215671427,4775157.767519137,7399675.940969185,5711179.176326679,5993277.31705379,0.0,3354399.6413386087,697716.1053082448,956890.9924234971,420669.0886099892,2301956.786446905,136815.84421386378,382727.94633601845,980757.0218248377,102456.9331596124,155752.87846058625,66813.68302845165,158860.35161670076,29669.27048757322,117380.0296566062,782864.196353561,290984.75168942614,864119.5433833934,2041156.7082574076,59807060.80264706,8176050.32019262,40220.53134719637,840239.2734862536,596852.7793876702,2929355.171429822,687983.7218733858,16022685.172506684,98535.30772757024,56055263.18980665,437358.1151629919,62554.64664810263,2172650.087941616,90700.67714018517,1050599.2404664957,5946841.881513822,9291691.515307834,1258556.2171284913,38203247.71333445,4744937.664417388,2025111.4146334915,500298.6430989809,2119507.4659206667,447004.38005643996,102941.19838488531,1230073.4173437844,1464232.564654521,12049295.006100487,1110206.4215437933,248422.3475141054,20735.505272569993,100897.72072351551,55701.48989215372,220218.60504570484,331508.4649702256,83901.47911482012,2668501.882799856,665507.2883784164,535615.5205903018,178220.3637189123,200323.6946662131,176335.6464435541,4182519.6281906003,20857211.50712623,2297940.659499731,6002851.358149439,1237804.8966915854,14240758.438814634,1333182.63350996,5934093.029949046,20483413.695580855,3809659.03234684,4572267.843014363,3315533.595635248,800685.4347388792,11735019.563366894,241588.8423874363,3728219.278499096,4738654.950745679,1804564.2972407977,3811892.297588433,2213022.968239677,185237.5491323037,1230957.8883109316,468086.0191146604,1061317.1077424574,16193681.190997494,2911812.522192429,1326696.0332821007,739844.9611589211,3282953.1006998946,125899.26387062197
Gorizia,131899.8251208485,1025567.1283831628,425340.3921376015,701869.0854393274,135368.14113365355,2747838.725286036,1984161.6334127504,2855245.8342526536,369168.83385336597,223145.56910149116,504982.7970581549,672076.9690733104,602320.252871029,513496.14810557204,3354399.6413386087,0.0,112701.61886084641,157691.3865384795,71429.51253977123,388993.16390279727,22964.357510569636,68579.07675431969,170309.14923668362,18078.018996270956,23293.624870841944,10145.80094697395,24642.04494509923,4527.039025292044,20227.45305677304,94326.17240605516,49552.85352369496,145040.17359544637,250495.6351758982,3406047.355488555,655402.6478352989,6996.299990750133,142364.52686267009,72884.46248340482,489866.58843563445,116931.80952245994,1294489.370382139,16722.143182106684,2619747.0417938572,74595.84299992962,10707.289247028644,295315.77386441635,15649.72676130869,126781.33723997136,744140.4786516512,1074256.0410602249,160789.50186798495,1518541.2637468465,350944.03582203947,253325.84174206853,84226.07445749815,1242360.1163181625,78311.87887010889,17130.927323503907,220202.2887013785,196130.64304417872,5507613.211248869,197143.031580333,41884.60255204517,3459.115502851279,16455.535796106153,9223.050154712148,30886.13359069978,59586.264299523966,14064.830500767976,391111.3445786211,102116.95424328143,88926.80321286873,30222.08377803806,33010.62497551598,31357.48999137482,502631.41546516825,2152749.292973811,312745.0654885899,633553.3478766081,200324.54232676546,1453358.010782885,212437.22990581588,529311.0990525292,2145845.295186276,562734.8646370182,748742.440976179,368803.27971284307,130842.54990003136,1218677.4668178319,37743.13866794857,578969.423458378,550954.4409948299,292214.7496294222,467292.74599839235,273293.55964724004,27721.366735209536,156125.6838426298,59732.543540909246,120524.26965499837,2108400.3346644547,386023.7599772192,165015.81455747795,94388.63999234825,406459.5102611302,16684.225685788202
L'Aquila,96963.74281597282,510797.6423966798,206059.85575213804,324393.76455948385,54985.16683026419,1408071.742169239,911475.9665195281,1247049.5435448545,202320.02245293246,114588.57310136114,257012.68218374302,301601.6263305648,162287.69694601564,156884.76808379928,697716.1053082448,112701.61886084641,0.0,962589.6104646723,289112.6560904885,1749218.4025119424,72698.20224588778,77003.84462176629,268870.28246311937,24946.203042768593,26547.998886156587,12617.359778156124,29045.91659946254,5193.651152890498,26536.214656761134,71590.87641091109,107350.66404223937,346327.95808334224,209250.37136299003,1051492.1469660783,119715.59568216284,8418.522908449628,274757.6641726145,62139.7233929996,1085759.60264191,238116.86364374188,495559.1596456665,20694.07457930894,765176.8522147195,191439.62574801978,13524.042315714223,368322.4290030246,19422.60149442115,103864.55099894444,686249.9190459024,531920.5627580622,149379.1571192846,350465.9145802934,130945.16130589513,222153.08802815233,101416.58387992841,82508.37427925992,142406.49108413525,21057.6734517714,291968.56908350345,238927.56790977463,311625.07512573444,246904.93385688085,48606.51963852957,4265.4655877112045,21229.581784381146,11211.296019501098,46129.60326318975,68298.19055887526,16377.986328849493,777399.4972081217,421021.811822373,208419.159211819,37812.00440329665,43332.42435788751,46718.87817752627,345813.12788982474,281797.34479181527,247766.50800899012,351212.8144468285,396049.8296366126,814822.590228453,709548.1208247934,240635.3710748891,1262247.2113097426,523158.0698620422,975004.4365880426,199572.93497893144,552986.529432446,685880.3196681417,239061.38029798004,2069439.8245447315,318583.495245339,1254497.3845152988,253321.1741681699,165160.89426972202,75557.24580641008,96343.19599912946,33072.739374552446,52747.05218002709,1288172.1761799084,264668.12928602146,92860.17265633447,65421.44960245719,273601.8372915441,12556.980538647073
Teramo,122757.20591019205,661634.2586700259,267577.3351296741,422845.81843706436,72258.70899923985,1823199.9278738946,1190207.051068867,1638996.663882004,260814.13208898,148611.47712403734,334921.11465396686,399148.25368363364,217718.24788529277,209915.293738403,956890.9924234971,157691.3865384795,962589.6104646723,0.0,536162.8623136901,2768754.3047757954,80082.1262849064,99416.3514261626,334198.8383669995,31785.299956182553,31329.64981357476,14697.859167306744,34282.121706034566,6137.472315303819,32768.676999924595,90765.60107867223,127174.87983085317,390018.45104742603,264531.2419492179,1419623.0608525665,163199.66940936542,10535.190184800622,322890.4690541833,79882.76426175288,1221628.674948228,281014.0940339793,660468.1433953111,25303.507372392076,1042205.3220252438,229800.6927292645,16628.837390469223,475474.5430751588,24084.916483979392,133171.5859708828,881009.1954349692,690400.905529525,185463.60157242036,483239.7239845283,178089.0362072597,278542.0860926116,123603.57681081041,116679.45345268675,183326.37005662316,25416.48174442179,380564.678775797,295552.11113899085,432436.3189272343,316396.4535846673,59511.45655380996,5154.433120998482,25165.10020926354,13509.461956041256,53560.90224125498,88581.01410880926,19974.93780236278,988467.5299267535,406486.52979729034,447569.59074123745,46162.06397063212,51552.298913544204,60910.26275805463,473171.0314085666,388169.40910486376,352701.43809510465,457361.48851104866,720551.2766513469,1072695.3294605252,651971.7211410363,325071.0865513508,1678618.4976676723,775777.2967632632,1634253.6629313058,258393.84718088733,1699808.6699336218,897021.6376311271,182258.67108748222,1829542.398529336,441056.7124741109,1085308.6506298801,326101.9604210626,210875.73405277403,76899.17980194946,122640.82387582248,42455.53046294756,69005.36646985475,1639528.1751536224,333204.70771017566,119150.21071167779,82469.82387049429,346599.34097250225,15669.807160527207
Pescara,52345.66576871004,294341.9022949997,118809.90362729195,187516.5296420703,32153.141604118216,804363.1486386062,525291.9484403961,718197.2934073095,114563.79291966501,65195.00124706818,145559.17256295693,172246.2859452626,97488.69697594216,92989.28420408093,420669.0886099892,71429.51253977123,289112.6560904885,536162.8623136901,0.0,5198466.707504964,50289.16143737378,53589.05613940723,189608.9233699554,17832.563416929894,14239.597965261684,6733.662472421029,16047.466413198632,2834.766642821722,17413.853307374313,38346.74925226999,75814.2387915239,223617.47944266943,110072.82625696989,619269.2658159068,72784.88622534032,5566.707389434931,181591.66451797076,32545.93640048609,677407.5125602265,162432.5132610883,287306.0180487248,13029.789904545458,452543.7777360931,150723.34071540114,8687.23349101322,180838.1337417633,12674.19737545918,54745.40350763183,354726.5029949768,304986.98677443666,77304.65114565408,210725.53428919174,76171.12114564273,115997.10411166686,62803.75880870595,52687.63548737139,114277.40620326884,12777.896867098081,216323.82142706326,116446.23907142316,194980.21123103067,173899.14575507492,30142.288571210294,2599.4491373025116,12414.326607407376,6746.359818222464,21451.649679161812,48217.36584680429,10060.730896965246,341928.72529887664,132982.98163868356,138133.79837830234,23788.339625094788,25783.12171824875,35873.5870297385,191104.37233919743,173029.92167491958,138919.56326283485,196266.17040736153,231104.3520406666,453573.0226027577,300660.2367991991,137488.48856696158,699776.8688125248,298592.35206068645,606495.1939416854,112530.20035757581,290731.43103081535,381879.655127765,59086.076511205225,745333.7220865459,180750.83915892613,527933.6426775784,144556.5749446991,92853.34313806103,28713.702177018324,54252.95915042276,18937.803556159608,30637.86027435493,730362.5121179869,147996.48435660772,52832.61193350402,36161.44120911954,151050.14708338832,6903.709820111775
Chieti,291807.88510766794,1635938.7439590842,659834.4496948479,1040305.5760266552,178033.8203323014,4468779.803087818,2912104.310578875,3973429.8744891062,637023.815168406,361934.20356461196,806700.451361382,950624.6226298413,536992.6316814699,512334.49755739846,2301956.786446905,388993.16390279727,1749218.4025119424,2768754.3047757954,5198466.707504964,0.0,323908.6126667494,303692.67985161865,1101787.603858247,102256.13469668629,81209.97285253408,38568.72072937052,91869.20912220707,16194.278389105757,100199.30434559032,213578.4550647191,456992.9269600586,1363823.0853813854,612928.6757494423,3401904.1998598836,399110.4401420615,31839.205443127874,1079684.325567891,180381.33399123233,4086755.760172727,971511.8176601775,1583363.008533321,74847.4586048329,2480000.369303652,935194.809153373,49921.477418007664,998996.1252792927,72692.43605327368,303713.4686315921,1965596.8130247646,1693495.303796624,432210.0372064356,1151242.8948903068,417410.96043925366,647115.0424851415,360397.24178953475,286032.6352971372,666165.0692359201,73439.01563558856,1230454.4701429366,649404.4717603808,1064225.4916107166,991354.1399671346,172619.18726104568,14941.647453591944,71541.88150584498,38753.424677295865,121204.23745046306,273109.84672082384,57641.24771660685,1889757.715542051,758285.7074550422,696847.019805438,136739.72238512436,148752.62491149775,205241.20630623304,1044524.2973828897,946080.6957856563,752545.6785462245,1087204.4485868786,1202544.0089052452,2504343.2133758855,1823294.789660212,754447.4431935593,3852562.13091437,1603484.6646619358,3172701.847362866,624722.7032034167,1496532.0507211515,2112418.326022702,343270.7832179385,4415307.191448746,985467.3697584444,3310722.621396878,804542.6717064511,517633.0323229524,164610.65844525423,302771.0204653694,105519.64676994515,169823.99787776807,4078135.4867429165,828485.7455983418,294295.9141857511,202171.84583383147,843116.2862959531,38707.56818217346
Isernia,18456.515887599333,105151.53477741702,42207.471462761874,66164.21718498702,11245.875807667777,285113.2364406189,184024.83707471754,247644.42725309456,40681.954232409604,22927.844386502184,50400.91487952406,58046.72272329967,33229.50505611505,31542.516912363182,136815.84421386378,22964.357510569636,72698.20224588778,80082.1262849064,50289.16143737378,323908.6126667494,0.0,24287.366434676605,108915.3695919924,9010.93344984514,6003.621848834614,2934.53850906148,7124.917860677661,1226.1589079241896,8911.768030301158,13368.160869836252,68703.7241093779,240703.9266517393,37908.06263357349,204836.3364173367,24131.223923672354,2699.691312759959,134291.78598826705,10790.84955105542,590537.9796433463,131434.71008877514,96546.92664658648,6444.375692366223,147349.19871244454,178841.09897383768,4352.478610569097,56364.22785392523,6276.346508622939,18351.076722281534,116535.37941285086,107872.40433940064,27199.671385827627,67634.17253833337,24584.629094577882,40342.95422986122,30508.3725309877,16620.387674152425,64858.695407343745,6228.272820541077,101821.66950326493,38786.82303813343,63344.03438938551,83191.56137955452,14379.428695747258,1271.4592745536563,6068.709152627584,3256.7795821064424,7665.230718430333,21816.619704401048,4795.204790742525,100259.68290028603,40696.529820681,26955.68610760162,11835.477253352845,12878.362947846454,17661.103170063492,58887.33709991623,56439.63774342472,40444.24367234688,67221.06316922477,51693.56290214458,151242.028926171,168463.58094008334,44401.855963645445,227839.0500740608,82492.30119586398,146473.69950354288,39383.80875304264,52584.64696622509,129144.55030218505,18241.63446373356,314544.50420389714,55474.70199857892,336771.95809621,51919.706357151605,33502.26857185141,10088.309360096613,19757.285862295274,6874.758174046604,10765.388781453134,268101.02089222264,55002.148767533086,19070.82701057423,13217.1049867647,54474.047288210764,2572.588164716558
Lecce,46367.84472930012,307280.8122908022,122650.83298374077,191719.58721498612,33047.25055339728,809084.8348731862,524865.6004905648,691212.6865902151,113456.65268350355,63902.30724775078,136682.13614478172,154907.21958787233,99534.85375401075,91222.68102276702,382727.94633601845,68579.07675431969,77003.84462176629,99416.3514261626,53589.05613940723,303692.67985161865,24287.366434676605,0.0,403081.71367878467,64935.2839081623,15856.624903192855,7550.015471228131,20425.940728105874,3401.802788285258,60251.500059970575,32811.091042923974,70300.83557304608,184494.1615797828,89368.69396183426,563953.7859561933,70707.4922924248,26603.28236901591,226039.7937806087,24580.53915724878,648104.049501367,177132.97736714754,263975.8251240814,34954.97035179876,399500.74609978555,88783.15641850505,27042.0046882387,113498.51784981626,47654.431188774295,42553.86567477255,258761.60525627917,307857.0098370311,63214.79888289859,184496.96321343014,64070.01752154844,94546.30215161861,150179.7174158623,48469.8488387069,125896.927002599,26345.96692923027,734503.9062759847,80228.64172172909,188689.4473524729,1285436.3487215268,73607.45126329831,5504.600397019301,20572.661669651472,13235.245755212973,15167.969188429894,863259.6552709774,22829.390092584785,176963.53257666618,58604.21512173434,44393.74482719663,62789.93242237556,46374.65028988609,70850.15244152273,135049.45449589653,163793.49733352172,88798.93802985299,175518.85420448665,90115.19481567592,381167.0668977178,180383.2032256801,112550.78804970541,556214.2145329207,174212.52921274683,285935.61983169493,107126.97320484837,74210.57540350182,330493.70264207874,23506.412129086413,409557.98917725764,131010.02389227829,254183.70366993043,149251.3443007229,93503.26218136419,15956.768625860499,55869.76290644521,20171.826497895723,31361.2390826742,777058.4840068198,155827.9011745787,54747.68723569786,35911.6177646717,145933.628918656,7007.782229531001
Potenza,126234.6887553961,782646.5873206625,312866.03575602645,489041.6758415186,83586.09496955,2086397.2349340422,1347116.400373414,1787153.621448081,295084.7353784626,165928.58165591658,358415.50646781473,407437.7025712367,248335.3201115317,231319.51606756588,980757.0218248377,170309.14923668362,268870.28246311937,334198.8383669995,189608.9233699554,1101787.603858247,108915.3695919924,403081.71367878467,0.0,282014.00820851454,44611.83323682879,21794.519811186303,57190.71680115465,9503.82376353813,166592.29361493373,90042.98370228021,435672.32738242735,978109.5348719164,248946.918866962,1458574.1253311792,177648.88337325896,45558.29005036559,1572929.7793566242,69069.98509296982,3460074.4740900504,1209193.9969702538,686350.1184411135,87034.97501820026,1038681.8349663354,434373.3813719264,67115.39172109278,332449.85586366203,103795.20533597225,118875.68358159934,733805.9452948257,791395.6462756296,177767.9744592885,477678.6901156799,169420.6007023836,264441.82375615684,371905.8194236243,121590.49947452445,717544.12414316,69862.9064946818,2073754.4169555104,234262.9964501245,469467.2681748655,1796923.8021781305,172444.8659109856,14563.16971449319,59203.369373328926,35066.38423528775,45460.566501632966,372725.874979747,55288.062021185426,540726.1132306667,191049.339307657,137987.401137096,160496.16689665007,135364.75927038954,337836.3398800222,375584.70649129525,412707.901708939,250412.97877184054,467389.6249200285,274750.917761101,1026983.5658061956,673993.6980973785,301309.4340609394,1514909.2752867443,497713.4512890423,839672.4324817439,281068.7780286677,241019.75498135365,886247.2622373786,78917.88855000355,1411499.7545417508,359860.2919961335,987188.692337775,383602.5231174367,243941.72872578242,51238.175152518095,145180.10576003205,51464.98011278443,79725.95726176855,1999726.5580374037,406658.70728209196,140961.81375325256,95141.59357495731,387919.76798407524,18634.460658046763
