Provincia,La Spezia,Varese,Como,Lecco,Sondrio,Milano,Bergamo,Brescia,Pavia,Lodi,Cremona,Mantova,Bolzano,Trento,Treviso,Gorizia,L'Aquila,Teramo,Pescara,Chieti,Isernia,Lecce,Potenza,Matera,Sassari,Nuoro,Cagliari,Oristano,Cosenza,Massa,Benevento,Caserta,Lucca,Vicenza,Belluno,Crotone,Salerno,Prato,Napoli,Avellino,Verona,Reggio di Calabria,Padova,Campobasso,Vibo Valentia,Arezzo,Catanzaro,Pistoia,Firenze,Monza,Livorno,Venezia,Rovigo,Pisa,Catania,Trieste,Foggia,Caltanissetta,Bari,Siena,Udine,Taranto,Siracusa,Enna,Trapani,Agrigento,Grosseto,Brindisi,Ragusa,Perugia,Terni,Fermo,Messina,Palermo,Barletta,Forlì,Pordenone,Rimini,Parma,Macerata,Modena,Latina,Ferrara,Bologna,Pesaro,Ancona,Piacenza,Ascoli Piceno,Reggio nell'Emilia,Rieti,Roma,Ravenna,Frosinone,Novara,Alessandria,Viterbo,Asti,Biella,Cusio,Torino,Cuneo,Vercelli,Savona,Genova,Imperia
Trieste,90536.37934937717,668799.2957511521,276942.7450632839,455269.77110355796,86360.029454381,1806300.9965597098,1291394.244926483,1864741.0488855445,244734.68921287905,147339.93992919178,336146.2551181324,449658.2899066182,360094.9047937892,318940.16413608467,2119507.4659206667,1242360.1163181625,82508.37427925992,116679.45345268675,52687.63548737139,286032.6352971372,16620.387674152425,48469.8488387069,121590.49947452445,12882.675610389548,16119.49642554855,7051.603196729026,17080.083651042318,3132.812783781977,14271.608686133543,65177.60616830445,35628.72062346454,104170.9329857407,174972.4073226385,2211871.890125003,371075.5018543368,4923.4593950265935,101777.75906441503,51671.76583700681,350716.95984439104,83835.0257833432,849708.0059340249,11722.185008725291,1744787.875137791,53985.36997759477,7527.249749127194,214797.55904499267,11011.009669352852,89345.2497028579,530751.7811421072,703395.6917277968,112317.87189069005,1028774.0632541088,243610.900988683,176916.13652714752,58870.04090668249,0.0,56513.52407907732,11965.383757904325,157420.44461888235,140372.5455575181,1973859.2665508715,139951.12797962513,29222.60313477505,2417.3405558607756,11492.679000219618,6433.761016688431,21973.35732754796,42225.28910567668,9805.794170906227,286873.0727884711,74439.80975835366,66989.68259804056,21195.037300429227,23102.163830377664,22524.522314023165,369402.520554166,1169490.5883595936,236550.70983534452,429035.78865209135,151281.18140306536,1003376.365630819,152519.31359904245,371363.35733004974,1512586.8240616578,430794.87232418207,575302.006568031,245885.46171757736,97295.6285930627,833372.3325935357,27508.33133512308,416607.4666997575,408600.736045966,210936.72643653583,307795.9387544206,182274.66241259113,19996.414013281865,104074.00008003195,39303.94222231824,77669.79032711664,1400479.3861589802,259090.91954260727,109036.9413525283,63690.341729918764,274512.48816928,11301.051851025695
Foggia,55664.3688926289,338945.51476546517,135942.17879304194,213287.42684852472,36598.542990677044,908974.5247427921,590239.5001886518,790289.5694594956,128594.96778334155,72661.54123690401,158421.90051492737,182592.08081418803,110230.48791634475,103029.49889492948,447004.38005643996,78311.87887010889,142406.49108413525,183326.37005662316,114277.40620326884,666165.0692359201,64858.695407343745,125896.927002599,717544.12414316,58952.976234413574,17975.394779375532,8673.452336508135,22021.1522090611,3741.5118425490655,40346.73727510429,39980.6052112524,234944.64847082002,460813.42957962566,111490.90193420339,659001.7286424827,80125.07306966155,12364.790781855898,497023.9831305911,31479.16264004864,1395427.5520880597,487946.1357201045,307706.4139572786,25612.725318603178,473163.53519196453,318389.2577357156,18334.860566067255,156254.24505227382,27719.78462729958,53877.28694788863,336254.7147995962,345038.60112657625,79062.06125728504,219215.0063864242,77553.72238529222,118041.45589951068,116135.88758223828,56513.52407907732,0.0,22578.318956156618,721631.1959139889,107547.85165231499,214408.69178080658,476529.75948244135,54914.82679537946,4653.984433485342,20286.193406115326,11597.869715168821,20517.236894518945,118597.0041064614,17907.29138993504,261354.099570981,93725.27630729285,73359.88285635311,46933.675915942236,44443.457786752886,177142.16394788993,175919.3954378168,187881.02496711892,119933.19118037283,208137.3387298459,141931.709616787,463802.37830453936,310456.80342387006,137979.48536523536,692301.7433268712,242902.4782170449,427623.3117084576,123572.95592235844,128954.82676020265,397416.67906438524,39322.12936364111,660254.6478541156,168706.90995416552,489470.3091958889,165850.10728327825,105464.75600199016,24053.032991190234,62407.90290087582,22093.905654902144,34837.53253836909,854323.4967592041,172993.10340837543,60793.92849704497,40972.57630105927,168344.50285363322,7948.503010976384
Caltanissetta,14835.23889122059,94963.93877543184,37601.76932959048,58102.74061067002,9770.895931534207,249925.59007140703,158283.1975009996,205014.8534679421,35440.54249964968,19626.499216654247,41405.834969975345,45318.51375643022,27659.72247261704,25744.14800748577,102941.19838488531,17130.927323503907,21057.6734517714,25416.48174442179,12777.896867098081,73439.01563558856,6228.272820541077,26345.96692923027,69862.9064946818,7002.4729881647945,7041.238944964137,3562.6966644166873,11021.154465472404,1654.7261194494831,14263.201388302949,10393.20751341419,16707.47860681223,50243.94528787089,28126.83438607296,157495.1969025898,18979.547070277353,4509.060531806604,59614.57191856686,7467.145061368388,190229.1343794727,43660.635175318246,75898.68338848723,24223.583824408597,109959.40940923106,20595.859460977066,10189.359500086004,33489.83078502056,11969.240941434611,13025.541826906709,78337.0597718994,94458.53201542282,20470.13547309212,49489.33435244792,17837.723243824395,30148.453076466594,222856.88915525132,11965.383757904325,22578.318956156618,0.0,70799.52997590974,24887.69627943257,48160.83786989559,78470.77587201301,88783.2766503171,39094.13338149263,24900.898490491407,47896.690827601975,5001.598281730051,21390.78136416735,41495.71388441153,51218.689892173155,17276.465964992418,11073.292268496218,43931.39067600727,78631.25194539229,9507.26954920412,37947.883858208275,43047.62259624793,24125.062836709025,53139.107644536874,23090.368724157102,112765.60248446933,59637.87612608251,31838.755310726516,161764.43362816848,46185.56272714173,72062.62192273012,32985.99252754079,19100.66963100432,99052.67297609804,6863.674217187591,133061.72199709932,36169.66656571534,76399.86165383011,46984.113070487445,30058.56629259722,5044.262890598477,18188.36505666182,6425.796505664411,9401.65466957413,254599.01297634016,52777.22211067627,17413.50990929466,11924.971464768689,47526.77966054748,2409.9384130824174
Bari,148446.5374875807,949709.4895470019,380149.0565380945,595776.1782977488,102686.7056899995,2521892.0424452852,1639782.4495377028,2178820.9002996613,354767.78899754875,200361.1008381619,432725.3876105889,495586.66122210637,311053.56321989297,287256.60470488656,1230073.4173437844,220202.2887013785,291968.56908350345,380564.678775797,216323.82142706326,1230454.4701429366,101821.66950326493,734503.9062759847,2073754.4169555104,425565.0916549003,48820.90835694807,23357.348889351342,61291.19535309422,10314.573332546743,153364.21219693767,105789.87934758297,317804.85483065655,766257.2474975523,291141.11647331086,1805468.5842195938,224179.6010764701,51693.85895602056,945753.7801361954,81176.65502483658,2593656.5956369815,779713.3011945563,841725.207441618,87349.77074830915,1288689.1631894452,399558.92068474455,65945.09990278665,386688.3181096656,107126.08787964728,139788.12060977297,859862.2125157247,959022.1311990661,205724.73652825286,597742.60061463,208398.6449748746,307805.6046447607,382724.1159269819,157420.44461888235,721631.1959139889,70799.52997590974,0.0,269331.9325997613,602703.7336065256,3497137.792136501,183183.49098029954,14703.849479664108,59233.61526939414,35908.593725366394,50865.596756120365,799130.8644362697,58356.98967885093,619963.8781266243,210599.05119446028,165052.02902885864,158965.90733901624,132121.8808107899,668986.6786161817,452540.3381810198,523542.13706644304,303088.92177966645,561329.8595698709,328179.0965221174,1235136.2690579332,658547.146146427,367478.28833760484,1822660.2583377224,603962.8438817314,1025397.742117477,337994.632448143,278779.31633839593,1064283.239546766,85796.41688752576,1464082.6873596204,437828.65263833525,965932.491620363,462245.9055898319,291145.6717298173,55851.9945818149,173055.89882976725,62008.194244987484,97474.1839735439,2388507.0356451934,480171.1733647357,169382.97673020198,112163.45491540353,458601.65490658616,21785.752603251916
Siena,339164.21527820214,1188915.1380744395,483747.5273079304,762290.9172734789,124214.03462934722,3474429.0556549416,2202719.284301499,3107046.222623244,519941.54021086387,293576.45342662674,697024.3981867153,812319.0445334405,335830.61137330765,346243.4025256586,1464232.564654521,196130.64304417872,238927.56790977463,295552.11113899085,116446.23907142316,649404.4717603808,38786.82303813343,80228.64172172909,234262.9964501245,23135.553365669777,47728.75162081697,20731.70606597417,44359.92579479451,8544.994943814549,27207.242047814238,278308.90976030944,76352.38714692644,238534.467587553,1015006.7465124562,2440344.058481972,240645.06763437644,8957.125771031422,219467.79493100118,360166.49647543096,809148.2137351548,179838.87476187406,1231400.3544660858,23038.533055168755,1750552.5938609971,116469.74035325098,14505.519469957773,2031352.6918382216,20645.72517525065,546696.4576355022,4783181.362060705,1294409.5744562887,734534.201111659,745293.245026289,325189.41583858413,1095629.1582890025,117520.10022663258,140372.5455575181,107547.85165231499,24887.69627943257,269331.9325997613,0.0,565717.0887947615,242591.72014611075,57427.58973555234,4995.651758281452,25924.24327959269,13540.84749211832,206744.17140065145,69628.2238710396,19611.697398584245,1541047.7555027213,305344.8931298461,150119.2287691,41875.592754561396,50624.835237079395,39953.86334868927,1053942.048098829,548349.7786574496,578633.4375458683,1055694.1306786751,363496.1520997094,2615432.2914133593,465182.48437034234,658616.5974917533,4200635.28029587,968595.1993255408,1142432.867187462,542754.094845735,251246.48315358107,2160366.915294124,99061.37028660181,1531865.837108844,845338.5451052047,595240.5223122926,610047.1695099266,422591.76846169285,102072.52517721891,238450.50471338647,76481.61913781862,122045.31351010289,3027000.369407699,637212.9692763741,224111.65816618592,174842.3436968044,769250.0914290056,32164.0576027569
Udine,395041.1263713297,3182592.8997778143,1326078.7704039586,2204041.5480741533,432923.5173942241,8524388.97109529,6247984.542093117,9070145.39534403,1136987.3840329668,693011.3387908714,1570813.0834708242,2116797.6700538215,2090249.276996796,1742295.1823976943,12049295.006100487,5507613.211248869,311625.07512573444,432436.3189272343,194980.21123103067,1064225.4916107166,63344.03438938551,188689.4473524729,469467.2681748655,49708.90574336479,67166.89748044981,29104.496483374063,70520.58519346552,13006.494922061564,56168.58345039412,281543.29482455645,136695.2628828124,401475.54558132583,741148.8688922604,11372784.82150144,2624537.3210758665,19414.61879390457,394176.0471287671,214074.17008804463,1358986.0659944578,323119.27746166737,4182135.1714033484,46735.90625649189,8651119.90453283,205105.929435763,29828.675221000132,843496.4095517887,43506.21313311649,374154.90967762,2171618.6521781893,3346284.5163772195,473020.6855184612,5046605.286859096,1098666.569601531,747601.7566260637,236145.47566442596,1973859.2665508715,214408.69178080658,48160.83786989559,602703.7336065256,565717.0887947615,0.0,542328.7746524994,117507.71288135965,9717.281417651393,46450.58372124505,25972.944273479246,88710.489390188,163625.13223026675,39520.74340816516,1099514.9329187118,285566.3546799582,241821.00348440895,84460.23916301724,92891.22958494928,85761.11052339712,1455096.4656408594,9950806.372044725,879288.5568553103,1947415.2572931775,546918.5941894035,4429369.081748137,594090.9969396568,1620761.5958194474,6444345.093503595,1554411.9802508086,2027277.0461432328,1138850.0377556973,358674.0146848195,3728934.8415195774,105214.07705024342,1625122.9617980325,1596555.4719511792,812658.5063359294,1437062.3283261545,831898.1907769006,78235.40509235887,473562.42301085807,182742.0104945574,381349.4894111508,6385915.882473733,1157487.9525174284,505194.06339483167,283669.99449777376,1226159.8166207834,49728.2393014442
Taranto,136853.3218294579,886248.1524980012,353991.6575776185,553453.0169090916,95152.00261556006,2344065.9577334765,1518735.3190474105,2006138.9585307136,329653.1480923019,185618.89162766415,398538.86147954676,452530.8630716945,285567.61900166754,263200.80679353635,1110206.4215437933,197143.031580333,246904.93385688085,316396.4535846673,173899.14575507492,991354.1399671346,83191.56137955452,1285436.3487215268,1796923.8021781305,415106.7475264972,47226.37793726477,22681.441612936094,60794.36017875998,10111.227406261634,210054.95695791795,97125.25774942905,257279.36297470948,651960.6768870325,265931.9336810644,1639529.2957998107,203610.37187408408,77139.77169657368,839327.7438778883,73415.76481908598,2289770.8287083777,656384.3144583614,768289.4091663631,104933.88228537973,1164182.6746031938,312208.5412272783,84236.11571172856,343981.83563581906,147315.41482135918,126822.72460089551,775316.3837599637,891018.2775856518,188611.96546383324,537278.0019813904,187788.20270906048,281656.984945865,441115.6120358506,139951.12797962513,476529.75948244135,78470.77587201301,3497137.792136501,242591.72014611075,542328.7746524994,0.0,211047.8123302892,16421.93529756894,62326.907702196186,39238.67739467259,46197.34589755618,1356580.6698641947,65933.74568732755,544012.1979939952,183676.81122200782,138131.93068738905,190378.75475696663,141944.33329279258,295794.86269961204,402813.55403607374,472518.94476003223,266448.3475743709,514596.5984184695,278248.82715190866,1122764.1796889629,585818.8700542281,331182.17442744406,1645337.9180122844,525588.1891170819,872816.3353475302,312320.6649671631,233667.80450676428,971576.9909132125,74338.1473802323,1301345.03699671,389315.24982245074,835586.8669502389,431749.36308910686,271851.1932432513,49692.1769273757,162175.2554697346,58186.20961365566,90440.34429219263,2247572.7098493716,452794.09371459746,158448.1288753593,104931.65525431672,427025.66262327885,20494.39643902307
Siracusa,34576.82730527999,226333.06188554282,89655.0265815549,138705.05738976382,23439.146846951033,593578.2946125647,377412.6655294052,488771.6219753873,83862.53806774087,46555.013245025744,98121.88494039158,107756.33622689339,66972.8283298977,61993.39922061536,248422.3475141054,41884.60255204517,48606.51963852957,59511.45655380996,30142.288571210294,172619.18726104568,14379.428695747258,73607.45126329831,172444.8659109856,18117.528590211125,15291.93691123415,7549.139764680365,22828.80990567101,3526.4947133277037,39125.107273724745,24212.432602523182,38996.68401817555,114504.98341843857,65365.49454096943,377872.3952255379,46014.663004993105,13595.152603698481,137198.62409473,17414.2136498131,427568.76185677346,101408.45818322613,181314.79627408917,80922.76751156681,263912.8842625297,48305.00367641907,30401.403817241116,77863.7214347614,35948.82216502155,30378.973004850304,182456.75683078374,224706.45748941635,47260.83132577733,119199.20807466932,42604.95552096331,69859.84780247838,998957.1500598005,29222.60313477505,54914.82679537946,88783.2766503171,183183.49098029954,57427.58973555234,117507.71288135965,211047.8123302892,0.0,20001.551247849282,35802.07085900996,37736.846454662016,11363.091243343151,58562.37863127063,178114.75442899275,118702.04981961298,39592.6559752085,26204.173854810266,136052.9509409212,91313.75138022781,23901.26723529168,89652.9672040666,104489.39290141308,57117.42089246241,125457.55839163199,54541.6255844568,266295.6472449312,131799.72552267398,75710.3656696444,381971.1969216655,109484.52962774473,171348.67575664623,78004.61689219385,44804.84855608243,233772.2102947407,15708.869109587784,297319.3024459349,85839.05110237506,171945.8950056376,111456.84386908925,70817.90270102558,11429.357837432062,42835.707690847965,15257.296049672725,22490.522033468045,600951.7408721248,123510.08631994485,41238.37104434855,27851.714027501486,111190.57333993992,5594.84651952808
Enna,2969.445394318589,19019.17056627079,7533.520897500263,11646.63381484339,1960.44040970792,50062.21643184525,31736.444126205435,41138.61719368484,7096.319232611108,3932.6551502544453,8302.646616548893,9100.908800496567,5562.937047500888,5175.285711081313,20735.505272569993,3459.115502851279,4265.4655877112045,5154.433120998482,2599.4491373025116,14941.647453591944,1271.4592745536563,5504.600397019301,14563.16971449319,1462.181710942287,1387.1835387989988,700.1182480646386,2144.242010733243,324.1191009157037,3068.5759555680343,2081.550194260125,3436.8489860224136,10296.98814673524,5636.4763282057265,31681.127074645457,3822.5656372396043,965.0373068862644,12317.731805648364,1498.898032571271,39016.53875825419,9000.966275973293,15250.588100550844,5607.158913592701,22133.159004158846,4218.945400276047,2246.5239183700205,6736.460502189146,2592.181474291135,2613.507561056469,15730.014221844096,18925.678276552575,4097.8319364416975,9970.918979622644,3589.6511483998966,6038.668464121182,56400.84649778539,2417.3405558607756,4653.984433485342,39094.13338149263,14703.849479664108,4995.651758281452,9717.281417651393,16421.93529756894,20001.551247849282,0.0,4531.58819789362,6633.687683190895,1002.077739057644,4460.56394934475,8798.416076398682,10320.408260588902,3484.632261293318,2243.791889691573,10180.18152329344,14437.22287589467,1968.2217736747289,7639.994298210362,8677.195334016134,4864.609253317182,10658.026164111601,4672.81265654262,22643.378224872202,12041.910592147973,6404.293942439875,32511.067815518072,9323.662632456628,14581.33338211745,6609.731390198704,3869.880603794761,19877.49768643029,1385.9727200822263,26796.533551771423,7285.448092543645,15484.172782703845,9403.193034790418,6011.259181239514,1014.4087996083504,3635.146105873658,1285.258435209869,1885.3549112278972,50863.85531852186,10529.435549896287,3483.539646330496,2381.813540587936,9501.60847027373,480.5839227869595
Trapani,15381.097536960213,95614.2021216023,37814.7425276287,58289.10006758493,9726.039557275692,252673.54670454294,158937.50392465372,205567.2407394411,36023.28262699863,19860.331830121566,41886.321419304804,45506.05149131806,27099.676004823483,25409.57537835964,100897.72072351551,16455.535796106153,21229.581784381146,25165.10020926354,12414.326607407376,71541.88150584498,6068.709152627584,20572.661669651472,59203.369373328926,5736.362796171197,8358.736781511772,4435.558186837417,14528.588392440566,2047.8680460540202,10066.334867769412,10766.828691193428,15578.14829471477,48493.247516119685,29184.04474261113,155889.51192342068,18511.487494174504,3124.833345196104,54829.64659306689,7680.918773617336,184510.02325551078,40400.85329651561,75695.74283128495,12380.61387947781,108631.8624548883,19520.1585938704,6357.791456668313,34362.55927981328,7965.359699479602,13413.156391842578,80627.44911704933,95256.08157091244,21470.090740815598,48585.90790851228,17729.830308678247,31433.138464976408,78186.49436475658,11492.679000219618,20286.193406115326,24900.898490491407,59233.61526939414,25924.24327959269,46450.58372124505,62326.907702196186,35802.07085900996,4531.58819789362,0.0,16519.501897685885,5337.761932713569,17021.380634089386,14087.96846852168,52445.907190683196,17837.5570619161,10886.099791184606,22713.26931236668,87613.0224981218,8205.303095647705,38142.48182765537,41851.07507281013,24084.37827341604,53971.47068136658,22842.599071271954,114185.94282144489,63525.677575261485,31842.963119299257,163456.50843482523,45886.41669218515,70850.08492806267,33504.64896015023,18947.188217970273,100522.19175996308,7064.919667599121,141911.17616104247,36124.3908971575,78638.35247788166,47648.65748754554,30796.070419350828,5330.541966355774,18664.900961201223,6515.991186106065,9400.082740326634,260686.3568921584,54786.04433055708,17712.385231126955,12386.599718279953,49166.62791733959,2530.9108757449712
Agrigento,8132.817044368034,52057.88300974225,20595.28536338591,31788.53134406377,5334.923143412389,136927.7210240373,86535.0165178682,111871.63814986576,19430.77333604533,10743.47933928033,22624.88599224886,24678.34220393545,15024.075475609698,13994.796383736448,55701.48989215372,9223.050154712148,11211.296019501098,13509.461956041256,6746.359818222464,38753.424677295865,3256.7795821064424,13235.245755212973,35066.38423528775,3511.568162393535,3996.2023604020696,2030.6377453916148,6439.898858216331,951.9648659234532,6762.625317506597,5689.290745065531,8595.117213170874,26012.584009925737,15372.71687702209,85468.62075473079,10275.566363534132,2165.1249265083597,30334.702492170723,4065.5379589744016,98185.97869658798,22343.955616786956,41286.86879067887,10226.324467717548,59582.77817439364,10699.52465351716,4637.378796086497,18138.97170991247,5622.656218342668,7099.361096449597,42613.175455432174,51724.33432381577,11211.323016942722,26761.47999326167,9668.034521056596,16493.775692039242,82415.67383375739,6433.761016688431,11597.869715168821,47896.690827601975,35908.593725366394,13540.84749211832,25972.944273479246,39238.67739467259,37736.846454662016,6633.687683190895,16519.501897685885,0.0,2730.4839964155008,10782.233771280142,17865.276786201022,27620.44901637864,9286.387422822565,5901.521487442036,18494.67638442478,43722.79707980463,4847.555420186465,20532.12801803328,23261.903554598895,13006.847635981116,29012.242597963774,12341.563842141182,61396.228449508824,31870.61805069144,17270.709439228962,87887.05756341861,24834.77600717507,38546.25506236128,18051.998347533245,10176.57998111312,54008.505313941176,3678.9146051377943,71636.46423074565,19553.516916037697,40536.54213273189,25793.42351168817,16525.12501577319,2728.2364517615215,10014.180414501574,3532.9654465393737,5139.060728058489,140334.3091548329,29173.226614945543,9568.892725968555,6572.574162977146,26137.520801996765,1332.9254070744623
Grosseto,51818.243043641975,196143.43755727177,79002.90313696855,123120.25181879234,19925.317976675564,561881.4532755569,350181.8689853891,478598.3337702143,83978.47252814299,46544.29656132629,106115.32902849649,118044.14570923358,53143.266858274634,53677.62206731727,220218.60504570484,30886.13359069978,46129.60326318975,53560.90224125498,21451.649679161812,121204.23745046306,7665.230718430333,15167.969188429894,45460.566501632966,4426.641485939003,10551.835985011765,4647.44734097755,9492.568286978225,1848.1760880554798,5320.235682525093,39880.82227702684,15036.281809124623,47860.266307730824,129061.82712973627,362036.55585343065,37323.77562922705,1733.6746633831149,43724.05602746097,35180.98947138187,163776.26524642057,35610.28228104687,182605.7593021677,4554.743154190092,256224.47342024825,22654.26897917319,2849.7877745653577,179170.3948243529,4026.2182965596407,58999.18146771118,399016.6969609745,208897.85173281876,108275.09299224333,110189.99783700623,45722.66572749719,147230.89320362578,23347.40951321006,21973.35732754796,20517.236894518945,5001.598281730051,50865.596756120365,206744.17140065145,88710.489390188,46197.34589755618,11363.091243343151,1002.077739057644,5337.761932713569,2730.4839964155008,0.0,13134.51324109648,3898.8947327638357,230153.2433338637,60739.175812041234,25052.46952300433,8289.374746685788,10329.897661646048,7563.81219445974,126730.92601332984,84595.31173040587,74732.85572177454,153090.97961181408,58271.556693645405,350241.47544091765,102009.4532147648,89125.03977843854,528106.713713898,133521.67808567945,176122.11250518687,84381.11308898607,44043.535968190525,300222.09767870046,19950.685272557625,354269.9203219727,108537.25681469089,124177.90868842558,101323.04896921889,70656.47254284144,25032.727028505415,40716.12127905219,12978.161864527132,19631.042531123596,524889.6277652156,113908.26691372388,37576.39695247088,30268.779514742946,128365.42739277023,5867.361959337379
Brindisi,39880.778011079376,262859.0970033137,105005.04635464918,164282.64660688446,28341.47472783657,693258.4778558257,450287.2967733012,594337.0114102175,97237.7350311177,54825.816764714036,117534.236567636,133625.57914528155,85651.43210565424,78565.744707591,331508.4649702256,59586.264299523966,68298.19055887526,88581.01410880926,48217.36584680429,273109.84672082384,21816.619704401048,863259.6552709774,372725.874979747,64713.763177983696,13431.476214477034,6393.633906016375,17162.022701782793,2868.541146960762,48273.820516908476,28264.997560081927,63665.37328373331,164741.615059563,77140.48841101494,487392.81751784787,61096.75336798221,19668.03626256138,201502.51615735746,21291.881117715187,574162.4400582337,159459.54415255002,227718.45458147957,27765.208991465366,345937.16228997835,80694.6201520208,21328.496483441,98911.3187694507,36775.125093337076,36817.96859574451,224398.17486126427,263814.38126372924,54504.96038828445,160055.06318206625,55536.05050991687,81565.29281908798,120127.48684268021,42225.28910567668,118597.0041064614,21390.78136416735,799130.8644362697,69628.2238710396,163625.13223026675,1356580.6698641947,58562.37863127063,4460.56394934475,17021.380634089386,10782.233771280142,13134.51324109648,0.0,18305.987575076848,154978.91557428564,51464.07142934885,39466.6080806155,50045.10392575303,38209.91447264748,70473.8633967478,117608.75811885452,141870.43225237355,77668.61657398981,151211.633724649,79784.9820764674,329415.8683038241,157955.02307112343,97562.28026668043,481933.0034604253,152909.19973919098,252830.39464853605,92010.42923972511,65951.24749360664,285176.5095950643,20691.860865530933,358027.9681451772,114122.99400812275,224446.97627491565,127650.4284239205,80000.23083458087,13924.97951796936,47735.40373626613,17220.931677411445,26884.028413553202,662809.8051659545,132853.54768819423,46799.558310777546,30713.299843844066,125024.88607762137,5982.13232162214
Ragusa,11848.481903841843,77304.57331285508,30601.283515249488,47296.60064319384,7975.071969890504,202755.58227981854,128647.18862645711,166383.632709025,28675.618723232285,15895.32228384427,33464.19849799714,36643.08051221192,22669.618375761307,21014.059083242177,83901.47911482012,14064.830500767976,16377.986328849493,19974.93780236278,10060.730896965246,57641.24771660685,4795.204790742525,22829.390092584785,55288.062021185426,5731.318445768255,5410.864409344846,2685.776361388102,8263.754376704057,1261.0728713378396,11775.239236318981,8289.219696443812,12856.27541241941,38095.755930513165,22363.091858039126,128004.08319251587,15535.478593176684,3992.2996793508028,45134.596954718865,5939.324319425928,142503.53479389686,33380.2740134028,61566.047490752506,21433.77696782865,89300.91634497549,15992.186333018646,8692.234451682947,26479.62854485007,10426.935426093462,10368.295461130303,62205.456714345586,76708.94055620968,16207.970682058663,40252.45763173416,14430.275533327445,23927.156458211753,248430.98530220566,9805.794170906227,17907.29138993504,41495.71388441153,58356.98967885093,19611.697398584245,39520.74340816516,65933.74568732755,178114.75442899275,8798.416076398682,14087.96846852168,17865.276786201022,3898.8947327638357,18305.987575076848,0.0,40278.66993536944,13435.785420553548,8791.536242591412,37221.96193385728,35753.16996328052,7695.913076651348,30384.69286594016,35222.92790799403,19305.09121633453,42786.46119903394,18338.760840858962,90641.62598797746,44896.306373645326,25676.062946077644,129828.47908130896,36931.72504533903,57569.51367503864,26640.541031039527,15055.118997075926,79658.35987614794,5323.137245349862,101474.51546342709,29053.33565374909,58125.13690290876,38133.33701971054,24277.269420780856,3901.189393793081,14700.950405342044,5225.111642100752,7661.636269967821,206346.69942641904,42543.88546137736,14122.23149361433,9576.586869375073,38164.36305554967,1930.0417911361858
Perugia,414032.77620572486,1881243.5877294098,764736.4095081219,1210885.7276747595,203403.57965281777,5336704.470591675,3460970.926696472,4863114.268203319,777284.9497708194,443458.82133196306,1031073.860014391,1244136.2183520733,589515.7975711537,589846.0062971421,2668501.882799856,391111.3445786211,777399.4972081217,988467.5299267535,341928.72529887664,1889757.715542051,100259.68290028603,176963.53257666618,540726.1132306667,52750.62247949055,81457.6185624698,36881.60764785866,81639.03943920897,15207.393520134694,59395.465572784895,318675.58828157693,185208.37157108966,579287.0440475186,998320.5323164893,4153849.6232063784,439011.1632748348,19385.207525917114,513854.35624728474,333026.2438545855,1921438.8271532536,428492.9411074428,1983370.4129316104,48679.91532263474,3058546.127105757,295179.1465223371,31122.923669252737,3227919.9744589864,44559.6979575794,530390.6137878194,3934520.6777405217,2008937.012826115,695004.947250429,1371077.407782761,552409.477460495,1048733.0202314185,244372.66518721485,286873.0727884711,261354.099570981,51218.689892173155,619963.8781266243,1541047.7555027213,1099514.9329187118,544012.1979939952,118702.04981961298,10320.408260588902,52445.907190683196,27620.44901637864,230153.2433338637,154978.91557428564,40278.66993536944,0.0,1241559.2580277459,516267.5035215265,88612.5828146835,104278.5521726289,94082.97221879438,1835284.1628134404,1030855.9983587576,1338947.5751428187,1479644.561242869,1343701.7290983652,3647494.3040930256,1157466.6487857047,1063892.5384480965,5985365.434201605,2695298.626256572,3656280.67882095,792901.9907375774,905366.3038093058,2985911.736698242,350829.0663144337,4005156.2058999934,1555092.5505207742,1570402.87669473,941454.6378617742,625404.9242509742,289089.29089247674,358021.61365678685,120101.25984537527,196330.45644150354,4670981.973699395,960596.3183455097,344103.9204378883,249060.3275034685,1070362.8499868133,46505.530364492406
