id_istat,comune,lng,lat,regione
3120,Pogno,8.38307485,45.75667233,Piemonte
3121,Pombia,8.632388800000001,45.64926665,Piemonte
3122,Prato Sesia,8.37377395,45.64787501,Piemonte
3129,Recetto,8.43608827,45.46080638,Piemonte
3130,Romagnano Sesia,8.3828762,45.63335002,Piemonte
3131,Romentino,8.72085352,45.46260428,Piemonte
3133,San Maurizio d'Opaglio,8.390958099999999,45.77247196,Piemonte
3134,San Nazzaro Sesia,8.4235666,45.43813129,Piemonte
3135,San Pietro Mosezzo,8.54347212,45.45561012,Piemonte
3138,Sillavengo,8.44052712,45.52045483,Piemonte
3139,Sizzano,8.4373334,45.57734631,Piemonte
3140,Soriso,8.40936492,45.74226936,Piemonte
3141,Sozzago,8.72097747,45.3978178,Piemonte
3143,Suno,8.54092449,45.63114506,Piemonte
3144,Terdobbiate,8.69509702,45.37635291,Piemonte
3146,Tornaco,8.71790663,45.35736427,Piemonte
3149,Trecate,8.73505551,45.43190444,Piemonte
3153,Vaprio d'Agogna,8.55405064,45.60353491,Piemonte
3154,Varallo Pombia,8.6330528,45.66670204,Piemonte
3158,Vespolate,8.66903813,45.34947293,Piemonte
3159,Vicolungo,8.46131719,45.47882953,Piemonte
3164,Vinzaglio,8.51840535,45.32365543,Piemonte
3166,Gattico-Veruno,8.525523915,45.700002635,Piemonte
4001,Acceglio,6.99122231,44.47580767,Piemonte
4002,Aisone,7.22083358,44.31344859,Piemonte
4003,Alba,8.03569894,44.70092208,Piemonte
4004,Albaretto della Torre,8.06408216,44.59591514,Piemonte
4005,Alto,8.00368552,44.10828374,Piemonte
4006,Argentera,6.9393,44.3972,Piemonte
4007,Arguello,8.11067964,44.5829271,Piemonte
4008,Bagnasco,8.04258299,44.30207165,Piemonte
4009,Bagnolo Piemonte,7.31548217,44.7599027,Piemonte
4010,Baldissero d'Alba,7.91574918,44.758713,Piemonte
4011,Barbaresco,8.08046453,44.72554836,Piemonte
4012,Barge,7.32339364,44.72522006,Piemonte
4013,Barolo,7.94180811,44.60988256,Piemonte
4014,Bastia Mondovì,7.89332172,44.44138607,Piemonte
